Facility_Id,City,State,Zip_Code,Address,County,Industry_Type_Sectors,Total_reported_direct_emissions,CO2_emissions_nonbiogenic ,Methane_CH4_ emissions 
1001627,FAYETTEVILLE,NC,28301,698 ANN STREET,CUMBERLAND COUNTY,Waste,60068.5,0,60068.5
1002702,MILLVILLE,NJ,08332,169 JESSE BRG RD,CUMBERLAND COUNTY,Waste,32479.9,254.9,32225
1005361,AUBURNDALE,FL,33823,602 MCKEAN ST.,POLK COUNTY,Other,57402.232,57342.5,27.25
1006667,LEESBURG,FL,34748,11 CLOUD ST.,LAKE COUNTY,Other,19596.176,19575.9,9.25
1011311,Barstow,TX,79719,8912 FM 2355,WARD COUNTY,Petroleum and Natural Gas Systems,26150.406,25226.4,910
1012985,Bradley,OK,73011,4065 County Street 2970,GRADY COUNTY,Petroleum and Natural Gas Systems,38481.518,21694.8,16774.5
1010120,Cotulla,TX,78014,"28.410804, -99.268295",LA SALLE COUNTY,Petroleum and Natural Gas Systems,68819.238,64000.8,4801.75
1002169,Brookeland,TX,75931,428 County Road 200,JASPER COUNTY,Petroleum and Natural Gas Systems,86702.31,84861.7,1819.75
1010782,Douglas,WY,82633,477 Cold Springs Road,CONVERSE COUNTY,Petroleum and Natural Gas Systems,91209.966,85220.4,5947.25
1010777,Sayre,OK,73662,11348 E 1170 Rd,BECKHAM COUNTY,Petroleum and Natural Gas Systems,64535.062,61334.1,3165.5
1013924,Carthage,TX,75633,480 PR 8015,PANOLA COUNTY,Petroleum and Natural Gas Systems,138157.232,134523.2,3609
1002474,CALUMET,OK,73014,14885 N. Ranch Rd.,CANADIAN COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",30385.582,29948.5,419.5
1005818,CLEBURNE,TX,76033,2400 COUNTY ROAD 326,HOOD COUNTY,Petroleum and Natural Gas Systems,97735.052,94616.2,3067
1003158,GEISMAR,LA,70734,10280 Louisiana HWY 75,ASCENSION PARISH,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",65861.154,64750,1074.5
1010177,Cadiz,OH,43907,43071 Industrial Park Drive,HARRISON COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",42933.002,40147.7,2763.25
1005321,PIRU,CA,93040,3824 GUIBERSON ROAD-GAS PL,VENTURA COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",6905.028,5746,1155.75
1005164,TUPMAN,CA,93276,28590 Highway 119,KERN COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",1336167.452,1330425.1,5020
1013609,Plains,TX,79355,1548 County Road 165,YOAKUM COUNTY,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",188613.314,188146.1,402.25
1000206,Pascoag,RI,02859,54 Algonquin Lane,PROVIDENCE COUNTY,Petroleum and Natural Gas Systems,62780.126,59284,3462.75
1007102,Bushton,KS,67427,785 State Rd. 4,RICE COUNTY,Petroleum and Natural Gas Systems,53592.13,44844.3,8722.5
1005696,CARTHAGE,TX,75633,"S. OF HWY. 79 N., 4.5 MI. E. OF LOOP",PANOLA,Petroleum and Natural Gas Systems,2559.6,267.6,2292
1005650,CHATHAM,LA,71226,"HWY 146, 2.12 MI NW OF_CHATHAM",JACKSON PARISH,Petroleum and Natural Gas Systems,171727.878,111920,59745
1001994,EADS,CO,81036,3073 US HIGHWAY 287,KIOWA COUNTY,Petroleum and Natural Gas Systems,10293.22,8203,2085.75
1008151,Rifle,CO,81650,5200 County Road 3,RIO BLANCO COUNTY,Petroleum and Natural Gas Systems,8348.57,7769.1,575
1010556,Wamsutter,WY,82336,49 CIG Road,SWEETWATER COUNTY,Petroleum and Natural Gas Systems,48616.76,37244.4,11351.5
1002127,CARR,CO,80612,65657 Highway 85,WELD COUNTY,Petroleum and Natural Gas Systems,102585.406,91263.9,11270.25
1002061,AURORA,CO,80019,24650 East Smith Road,ADAMS COUNTY,Petroleum and Natural Gas Systems,42007.752,39032.2,2953.5
1004031,HUNTINGTON,WV,25704,1664 WALKERS BRANCH ROAD,WAYNE COUNTY,Petroleum and Natural Gas Systems,82801.596,80742.8,2013.5
1004161,BEVERLY,WV,26253,SECONDARY ROUTE 37/8,RANDOLPH COUNTY,Petroleum and Natural Gas Systems,74418.946,67362.1,7019
1004035,SALISBURY,PA,15558,138 COLUMBIA DR,SOMERSET COUNTY,Petroleum and Natural Gas Systems,14983.058,11401.3,3575.5
1009269,ARTEMAS,PA,17211,210 HARRISBURG PIKE,BEDFORD COUNTY,Petroleum and Natural Gas Systems,27341.25,25614.6,1711.75
1004168,DELHI,LA,71232,7179 STATE HWY 17,RICHLAND PARISH,Petroleum and Natural Gas Systems,132134.332,124174.6,7890
1004358,LIBERTY,KY,42539,170 JACKIE HOLLOW RD,CASEY COUNTY,Petroleum and Natural Gas Systems,111431.16,103208.8,8164.25
1004360,HAMPSHIRE,TN,38461,4077 BOOKER FARM ROAD,MAURY COUNTY,Petroleum and Natural Gas Systems,89005.594,81014.5,7945.5
1007394,RAYNE,LA,70578,5799 CHURCH POINT HIGHWAY,ACADIA PARISH,Petroleum and Natural Gas Systems,85697.65,79337.2,6315.75
1004169,HARTSVILLE,TN,37074,5422 GREEN GROVE ROAD,MACON COUNTY,Petroleum and Natural Gas Systems,100249.744,94464.2,5732.5
1004361,STANTON,KY,40380,3066 MORRIS CREEK ROAD,POWELL COUNTY,Petroleum and Natural Gas Systems,45074.696,40915,4136.75
1004170,INVERNESS,MS,38753,4161 FOUR MILE ROAD,SUNFLOWER COUNTY,Petroleum and Natural Gas Systems,113798.396,107122.7,6615.5
1004167,WATER VALLEY,MS,38965,82 COUNTY ROAD,YALOBUSHA COUNTY,Petroleum and Natural Gas Systems,105647.234,97245.2,8347.5
1004359,CORINTH,MS,38834,3659 COUNTY ROAD,ALCORN COUNTY,Petroleum and Natural Gas Systems,52591.512,49699.5,2864
1012682,Easton,PA,18040,204 Klein Road,NORTHAMPTON COUNTY,Petroleum and Natural Gas Systems,38356.06,36953.2,1382
1012630,Milford,PA,18337,216 Firetower Road,PIKE COUNTY,Petroleum and Natural Gas Systems,28640.394,28197.1,427.5
1009508,Baker,MT,59313,1661 Cabin Creek Road,FALLON COUNTY,Petroleum and Natural Gas Systems,23967.194,14846.6,9112.25
1011960,Columbia,LA,71418,2700 Hwy 165 South,CALDWELL PARISH,Petroleum and Natural Gas Systems,65504.19,42209.6,23270.75
1004153,SUGAR GROVE,OH,43155,6175 OLD LOGAN ROAD,FAIRFIELD COUNTY,Petroleum and Natural Gas Systems,22593.228,18806,3776.5
1008360,ELKVIEW,WV,25071,1982 COCO ROAD,KANAWHA COUNTY,Petroleum and Natural Gas Systems,20438.292,15253.4,5176.25
1004166,MANSFIELD,OH,44903,2385 COTTER ROAD,RICHLAND COUNTY,Petroleum and Natural Gas Systems,27213.406,25072.4,2127
1007794,KETTLEMAN CITY,CA,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,Waste,32038.65,1413.9,30624.75
1006142,WILLOW ISLAND,WV,26134,1 HEILMAN AVENUE,PLEASANTS COUNTY,Chemicals,40223.248,40181.6,19
1005508,Las Vegas,NV,89109,One Caesars Palace Drive,CLARK COUNTY,Other,58716.728,58655.9,27.75
1000450,Yaphank,NY,11719,50 ZORN BOULEVARD,Suffolk,Power Plants,834594.358,833739.2,387
1006724,Santa Fe,NM,87506,149 Wildlife Way,SANTA FE COUNTY,Waste,44564.848,68.3,44496.25
1006842,Mojave,CA,93501,9350 Oak Creek Road,KERN COUNTY,Minerals,955083.476,952613.4,902
1007927,Oro Grande,CA,92368,19409 National Trails Highway,SAN BERNARDINO COUNTY,Minerals,1493186.31,1488619,1670.75
1006669,Rillito,AZ,85654,11115 North Casa Grande Highway,PIMA COUNTY,Minerals,807225.658,804840,874.5
1004612,REDDING,CA,96003,15390 WONDERLAND BOULEVARD,SHASTA COUNTY,Minerals,445565.848,443939.6,612.75
1001342,SULPHUR,LA,70665,1519 DAVISON ROAD,Calcasieu,Power Plants,99003.084,98902.8,45.75
1001357,STEENS,MS,39766,255 LONE OAK RD,Lowndes,Power Plants,1781164.023,1779355.2,825.125
1000812,EASTABOGA,AL,36260,720 GREEN VALLEY DRIVE,Calhoun,Power Plants,291608.992,291278.8,142.75
1002105,Pasadena,CA,91125,1200 E. California,LOS ANGELES COUNTY,Other,36493.712,36455.9,17.25
1000453,GILROY,CA,95020,1400 PACHECO PASS HWY,Santa Clara,Power Plants,39171.496,39129.3,19.25
1007233,EDINBURG,TX,78539,4005 N SEMINARY RD,Hidalgo,Power Plants,982332.86,981335.5,455
1000597,King City,CA,93930,750 Metz Road,MONTEREY COUNTY,Power Plants,29260.84,29230.7,13.75
1001320,YUBA CITY,CA,95993,5029 SOUTH TOWNSHIP ROAD,Sutter,Power Plants,1044616.368,1043552.7,485.25
1007739,GREAT FALLS,MT,59404,1900 10TH STREET NORTHEAST,CASCADE COUNTY,"Chemicals,Petroleum Product Suppliers,Refineries",260292.686,255855.3,3958.5
1000468,CAMBRIDGE,MN,55008,HIGHWAY 65,Isanti,Power Plants,20687.312,20664.2,10
1001226,CAMDEN,NJ,08104,570 CHELTON AVE,Camden,Power Plants,54973.396,54917.5,25.5
1001130,SACRAMENTO,CA,95824,3215 47th Avenue,Sacramento,Power Plants,414450.164,414029.3,192
1006660,LEXINGTON,NE,68850,74965 RD 435,Gosper,Power Plants,14954.544,14939.2,7
1000658,SANDWICH,MA,02563,9 FREEZER ROAD,Barnstable,Power Plants,377227.564,376171.3,328.25
1001098,INTERCESSION CITY,FL,33848,6075 OLD TAMPA HIGHWAY,Osceola,Power Plants,1442185.746,1440719.5,668.5
1006509,Louisville,KY,40216,5252 Cane Run Road,JEFFERSON COUNTY,Power Plants,1658232.856,1656549.4,768
1000488,CANNON FALLS,MN,55009,525 N PARK DR,Goodhue,Power Plants,109433.784,109310.6,53.75
1009529,Canton,OH,44706,4575 Southway Street S.W.,STARK COUNTY,Other,36449.812,36412,17.25
1005390,CANTON,OH,44706,2408 GAMBRINUS RD. S.W.,STARK COUNTY,"Petroleum Product Suppliers,Refineries",550349.018,545994.5,2636.25
1000566,"Anaheim, CA",CA,92806,3071 E. Miraloma Avenue,Orange,Power Plants,81254.848,81172.1,37.75
1007650,COCOA,FL,32927,6000 NORTH US HWY 1,Brevard,Power Plants,1888885.168,1886951.7,878.25
1000785,MONCURE,NC,27559,500 CP&L ROAD,Chatham,Power Plants,87493.622,87006.5,177.5
1010389,Juneau,AK,99801,5600 Tonsgard Court,JUNEAU CITY AND BOROUGH,Waste,10798.594,340.7,10457
1012019,Tama,IA,52339,117 Siegel Street,TAMA COUNTY,Pulp and Paper,23804.06,23779.4,11.25
1005537,Louisville,KY,40211,4400 Bells Lane,JEFFERSON COUNTY,Metals,51444.09,50222.1,1220.5
1000839,BRILLIANT,OH,43913,306 COUNTY ROAD 7 EAST,Jefferson,Power Plants,10120054.31,10039018.2,29639.75
1004631,SPRING HILL,KS,66083,20400 N WEBSTER ST,JOHNSON COUNTY,Minerals,112538.048,112455.3,37.75
1004225,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,Minerals,106395.932,106322.5,33.5
1000407,MEMPHIS,TN,38113,2330 BUOY ST,Shelby,Other,24368.604,24342.8,11.5
1006425,Blair,NE,68008,650 Industrial park Drive,WASHINGTON COUNTY,"Other,Waste",527436.652,526028.5,1103
1006258,SIOUX CITY,IA,51102,1016 CLARK St.,WOODBURY COUNTY,Other,56935.536,56876.9,26.75
1003061,CEDAR RAPIDS,IA,52402,411 6TH ST. N.E.,LINN COUNTY,Other,33485.224,33450.7,15.75
1003146,IOWA FALLS,IA,50126,602 INDUSTRIAL RD.,HARDIN COUNTY,Other,59012.628,58951.8,27.75
1010356,Friona,TX,79035,1530 U.S. Hwy 60,PARMER COUNTY,"Other,Waste",74290.54,48019,26240.25
1003753,Wyalusing,PA,18853,1252 Route 706,BRADFORD COUNTY,"Other,Waste",23053.024,14527.7,8514
1000855,SCHUYLER,NE,68661,"490 Road 9, PO Box 544",COLFAX COUNTY,"Other,Waste",44568.418,43521,990.5
1009702,Hersey,MI,49639,1395 135th Avenue,OSCEOLA COUNTY,Other,38966.804,38926.8,18.25
1001090,Hammond,IN,46320,1100 Indianapolis Blvd,LAKE COUNTY,Other,75291.51,75212.3,36
1011980,Lafayette,IN,47905,1502 Wabash Avenue,TIPPECANOE COUNTY,Other,32465.828,32432.4,15.25
1003495,Fayetteville,NC,28312,1754 River Road,CUMBERLAND COUNTY,Other,59216.174,59143.8,31.25
1011065,Fort Dodge,IA,50501,1950 Harvest Avenue,WEBSTER COUNTY,Other,229836.084,229598.8,108.25
1007521,SUMPTER TWP,MI,48164,28800 CLARK RD,WAYNE COUNTY,Waste,203124.55,62.3,203062.25
1004724,Nashville,TN,37209,7200 Centennial Blvd.,DAVIDSON COUNTY,Minerals,83308.156,83241.3,30.5
1000733,UPPER DEERFIELD TWP,NJ,08302,BURLINGTON ROAD,Cumberland,Power Plants,7796.21,7786,4.25
1013360,Carlsbad,CA,92008,4950 Avenida Encinas,SAN DIEGO COUNTY,Power Plants,191409.792,191215.8,88.5
1004187,Gary,IN,46406,1 North Carmeuse Drive,LAKE COUNTY,Minerals,996215.182,993856.9,880.5
1005877,CARNEYS POINT,NJ,08069,500 SHELL RD,Salem,Power Plants,432977.518,429728.3,1188.25
1007121,Carolina,PR,00984,"Carr. PR-874 Final, Km. 1.7, Bo. Hoyos Mulas",CAROLINA MUNICIPIO,Waste,101868.998,155.7,101713
1005354,Norwood,NC,28128,12423 Old Aquadale Rd.,STANLY COUNTY,Minerals,20382.412,20220.9,59
1004434,LATROBE,PA,15650,2626 LIGONIER STREET,WESTMORELAND COUNTY,Metals,63387.736,63329.1,26.75
1001257,EAST SYRACUSE,NY,13057,64 CARR ST,Onondaga,Power Plants,79063.956,78983.4,36.75
1013063,Washington Township,OH,44615,2061 Kensington Road,CARROLL COUNTY,Power Plants,2114080.416,2111933.9,979.25
1001127,ELK GROVE,CA,95758,8580 Laguna Station Rd,Sacramento,Power Plants,106084.728,105959.9,54.5
1001218,Carthage,NY,13619,701 West End Ave,Jefferson,Power Plants,1730.592,1728.4,1
1012606,Boardman,OR,97818,73396 Tower Road,MORROW COUNTY,Power Plants,1197530.612,1196314.6,554.75
1005715,Carver,MA,02330,118 Federal Road,PLYMOUTH COUNTY,Waste,36706.95,16.7,36690.25
1005110,Saint Gabriel,LA,70776,4322 HIGHWAY 30,IBERVILLE PARISH,Power Plants,1089929.36,1088822.4,505
1013376,Niagara Falls,NY,14303,4001 Packard Road,NIAGARA COUNTY,"Pulp and Paper,Waste",25675.358,24385.4,1276.25
1010363,Rockingham,NC,28379,"805, Midway Road",RICHMOND COUNTY,Pulp and Paper,24695.356,24669.6,11.75
1013279,Eau Claire,WI,54703,1200 Forest Street,EAU CLAIRE COUNTY,Pulp and Paper,23876.26,23851.6,11.25
1006520,SAINT HELENS,OR,97051,1300 KASTER ROAD,COLUMBIA COUNTY,Pulp and Paper,50802.808,50750.2,24
1002816,Casper,WY,82609,5750 E Yellowstone Hwy,NATRONA COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",34198.476,32759,1421
1008168,PLATTSMOUTH,NE,68048,3520 MILL ROAD,Cass,Power Plants,128806.972,128676,59.75
1001206,CASTLETON ON HUDSON,NY,12033,1902 RIVER ROAD ROUTE 9J,Rensselaer,Power Plants,89716.914,89625.1,41.75
1002575,East Peoria,IL,61630,901 W. Washington Street,TAZEWELL COUNTY,Other,57872.176,57811.3,27.5
1006550,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,Waste,12808.016,203.7,12599.25
1007913,Catlettsburg,KY,41129,11631 US Route 23,BOYD COUNTY,"Petroleum Product Suppliers,Refineries",2238608.728,2224745.2,7863
1006865,Jamestown,ND,58401,5855 3rd St SE,STUTSMAN COUNTY,Other,36214.764,36177.5,17
1001540,CAYUGA,IN,47900,3300 North SR 63,Vermillion,Power Plants,4266699.584,4232581.9,12480.5
1004812,Elkton,MD,21921,758 East Old Philadelphia Road,CECIL COUNTY,Waste,76435.85,83.1,76352.75
1000929,BAYTOWN,TX,77520,7705 WEST BAY ROAD,Chambers,Power Plants,1640788.92,1639123,760
1000547,ELDON,TX,77523,7705 WEST BAY ROAD,Chambers,Power Plants,962641.432,961663.8,446
1001949,MARION,IA,52302,1954 COUNTY HOME ROAD,LINN COUNTY,Waste,69914.698,146.9,69767.5
1004750,Bartow,FL,33830,2500 State Road 60 West,POLK COUNTY,Waste,301570.85,0.1,301570.75
1002085,Bishop,TX,78343,2397 County Road 20,NUECES COUNTY,Waste,113354.2,1.2,113353
1003300,Narrows,VA,24124,3520 Virginia Avenue,GILES COUNTY,"Other,Waste",514887.228,483061,31554.75
1008004,Celina,OH,45822,6141 Depweg Road,MERCER COUNTY,Waste,56044,9.5,56034.5
1002677,SEATTLE,WA,98101,1319 WESTERN AVE,KING COUNTY,Power Plants,69446.14,69374.9,32.5
1000819,BILLINGSLEY,AL,36006,3305 COUNTY ROAD 26,Autauga,Power Plants,1850636.692,1848757.6,857.25
1007216,TULSA,OK,74116,2609 N. 145TH E. AVE.,ROGERS COUNTY,Minerals,511839.23,510569,447.75
1004385,Sugar Creek,MO,64050,2200 N. Courtney Road,JACKSON COUNTY,Minerals,806284.26,803258.5,1127.5
1007310,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,Power Plants,3953534.524,3922552.5,11332.5
1006666,Robards,KY,42452,9404 STATE ROUTE 2096,HENDERSON COUNTY,Metals,588113.853,414897,29.25
1002112,GOOSE CREEK,SC,29445,3575 HIGHWAY 52,BERKELEY COUNTY,Metals,403598.524,296306.6,22.5
1010106,Beallsville,OH,43716,43521 Mayhugh Hill Road,BELMONT COUNTY,Other,62954.75,0,62954.75
1001396,HUNTINGTON,WV,25704,1662 WALKER BRANCH ROAD,Wayne,Power Plants,260712.576,260445.7,121.75
1009491,Athens,GA,30601,425 Athena Dr,CLARKE COUNTY,Minerals,34406.332,34374,14.75
1002186,BUCHANAN,NY,10511,350 BROADWAY,WESTCHESTER COUNTY,Minerals,62512.464,62447.8,29.5
1012671,Las Vegas,NV,89161,13500 Blue Diamond Rd.,CLARK COUNTY,Minerals,40493.648,40452,19
1011645,Semora,NC,27343,921 Shore Road,PERSON COUNTY,Minerals,37237.96,37199.6,17.5
1002012,PALATKA,FL,32177,886 N HWY 17,PUTNAM COUNTY,Minerals,98561.128,98459.2,46.5
1006449,SILVER GROVE,KY,41085,5145 MARY INGLES HWY,CAMPBELL COUNTY,Minerals,143987.308,143838.8,67.75
1000649,AQUASCO,MD,20608,PO 10,Prince George's,Power Plants,193156.71,192917.9,98.75
1000148,CHAMBERSBURG,PA,17201,ALLEMAN ROAD,Franklin,Power Plants,115615.222,115497.9,53.55
1012910,Houston,TX,77049,18511 Beaumont Hwy,HARRIS COUNTY,Power Plants,84250.588,84165.1,39
1003211,WILBURTON,OK,74578,1503 SW 1050th Avenue,LATIMER COUNTY,Petroleum and Natural Gas Systems,84818.256,63928.1,20861.25
1001408,PASADENA,TX,77506,451 LIGHT COMPANY ROAD,Harris,Power Plants,2256136.096,2248613.9,2358.75
1007323,Houston,TX,77049,8580 Sheldon Road,Harris,Power Plants,3091120.544,3087981.6,1432
1005778,CHANUTE,KS,66720,1415 N GARFIELD,Neosho,Power Plants,180301.832,180118.8,83.5
1011999,Ponca City,OK,74601,4250 W. Doolin Avenue,KAY COUNTY,Power Plants,91122.412,91029.8,42.25
1001499,LAKELAND,FL,33801,2002 E RD 92,Polk,Power Plants,109120.74,109008.9,50.75
1002359,Charleston,WV,25304,741 South Park Road,KANAWHA COUNTY,Waste,108621.648,2339.1,106282.25
1001178,FRANKLIN,GA,30217,3459 HOLLINGSWORTH FERRY RD,Heard,Power Plants,967140.816,966158.8,448
1005488,Jamestown,NY,14701,3889 Towerville Road,CHAUTAUQUA COUNTY,Waste,88707.636,7249.2,81396.75
1000144,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,Power Plants,875158.556,874269.7,405.5
1006314,Gregory,TX,78359,2500 4th Street,SAN PATRICIO COUNTY,"Chemicals,Industrial Gas Suppliers",67548.4526,11359.1,5.25
1007916,BELLE,WV,25015,901 WEST DU PONT AVENUE,Kanawha,"Chemicals,Waste",105930.058,103569.4,2302.25
1000086,NEW JOHNSONVILLE,TN,37134,1950 DUPONT ROAD,Humphreys,Chemicals,342139.752,342044.4,43.5
1009487,Oregon,OH,43616,1400 Otter Creek Rd.,LUCAS COUNTY,Chemicals,29320.14,29290,13.75
1004571,Alabaster,AL,35007,1152 Old Highway 31,SHELBY COUNTY,Minerals,510681.894,508986.7,621.5
1007207,DENVER,CO,80216,6198 FRANKLIN ST,Adams,Power Plants,2059243.168,2057152,954
1010990,Macon,GA,31206,3250 Waterville Rd,BIBB COUNTY,Minerals,37540.12,37482.6,23.25
1007184,GAFFNEY,SC,29340,132 PEOPLES CREEK RD,Cherokee,Power Plants,184179.043,183992.1,85.325
1002480,Bellefontaine,OH,43311,2946 US 68 North,LOGAN COUNTY,Waste,59359.55,12.8,59346.75
1002222,Cherokee Village,AR,72529,100 Landfill Road,FULTON COUNTY,Waste,131629.75,0,131629.75
1000964,CHESTER,VA,23826,500 COXENDALE ROAD,Chesterfield,Power Plants,2178788.404,2167445.1,4214.25
1001198,Springdale,PA,15144,100 Pittsburgh Street,Allegheny,Power Plants,477455.162,474907.7,128
1000696,PASCAGOULA,MS,39568,200 INDUSTRIAL ROAD GATE 4,Jackson,Power Plants,806768.338,805713.2,435
1007694,Belle Chasse,LA,70037,10285 Hwy 23 South,PLAQUEMINES PARISH,Chemicals,143885.308,143736.8,67.75
1003286,Pascagoula,MS,39581,250 Industrial Road,JACKSON COUNTY,"Chemicals,Refineries,Waste",4636770.178,4579315.7,46753
1003991,Baytown,TX,77521,9500 I-10 East,HARRIS COUNTY,Chemicals,2087105.882,2063457.5,14996.25
1005924,Cheyenne,WY,82001,8305 Otto Road,LARAMIE COUNTY,"Chemicals,Suppliers of CO2",509609.528,382385.3,79.25
1012045,Cheyenne,WY,82009,6711 HR Ranch Road,LARAMIE COUNTY,Power Plants,124939.288,124812.7,57.75
1014610,Cheyenne,WY,82007,2700 E 5th Street,LARAMIE COUNTY,Chemicals,139868.102,139651.9,67.5
1013905,Templeton,CA,93465,2290 Homestead Rd,SAN LUIS OBISPO COUNTY,Waste,4217.95,33.7,4184.25
1007523,Lexington,NE,68850,1111 East Industry Drive,DAWSON COUNTY,Other,65030.256,64963.4,30.5
1014521,Twin Falls,ID,83301,3450 Kimberly Road East,TWIN FALLS COUNTY,Other,26064,26036.6,12.5
1000171,FRENCH CAMP,MS,39745,2446 HIGHWAY 407 WEST,Choctaw,Power Plants,1327565.428,1326216.8,615.25
1001421,JOSEPH CITY,AZ,86032,4801 FRONTAGE ROAD,Navajo,Power Plants,2704462.966,2682793.6,7926.5
1001142,PRYOR,OK,74362,HWY 412B,Mayes,Power Plants,2032524.42,2030461.2,941.25
1000150,APEX,NV,89124,11405 US HIGHWAY 93,Clark,Power Plants,2202264.34,2200028.5,1020
1004976,Grand Blanc,MI,48439,2361 W Grand Blanc Rd,GENESEE COUNTY,Waste,52054.1,9.1,52045
1003762,Fulton,MO,65251,18 East 4th Street,CALLAWAY COUNTY,"Natural Gas and Natural Gas Liquids Suppliers,Other",1142.396,1141.3,0.5
1000493,JONESBORO,AR,72403,1400 HANLEY DRIVE,Craighead,Power Plants,57764.114,57700.7,28.25
1002328,AKRON,OH,44307,222 OPPORTUNITY PARKWAY,SUMMIT COUNTY,Power Plants,43538.136,43493.2,20.5
1001580,COFFEYVILLE,KS,67337,605 SANTA FE,Montgomery,Power Plants,1254.096,1253,0.5
1004053,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,Waste,100462.628,95413.5,1969
1002554,Waco,TX,76712,11400 Old McGregor Road,MCLENNAN COUNTY,Waste,157490.8,1.3,157489.5
1010761,Louisville,KY,40210,1227 S. 12th Street,JEFFERSON COUNTY,Chemicals,26160.352,26133.5,12.25
1011102,Florence,SC,29506,1800 Paper Mill Road,FLORENCE COUNTY,Metals,343.648,343.1,0.25
1000726,LAS VEGAS,NV,89122,5640 STEPHANIE ST,Clark,Power Plants,215327.096,215106.8,100.5
1012074,Vineland,NJ,08361,4087 S. Lincoln Ave.,CUMBERLAND COUNTY,Power Plants,31802.932,31770.6,14.75
1014028,La Porte,TX,77571,2027 Independence Parkway S,HARRIS COUNTY,Other,30429.1,30391,15.75
1013278,El Dorado,AR,71730,309 American Circle,UNION COUNTY,Chemicals,35232.668,35196.5,16.5
1004277,North Las Vegas,NV,89030,3901 North Donna Street,CLARK COUNTY,Pulp and Paper,28266.044,28237,13.25
1010974,Shelby,NC,28150,617 Washburn Switch Rd.,CLEVELAND COUNTY,Pulp and Paper,80545.348,80462.6,37.75
1000667,TAUNTON,MA,02780,1314 SOMERSET AVE,Bristol,Power Plants,16753.524,16733.7,8.5
1004016,Cleveland,OH,44195,9500 Euclid Avenue,CUYAHOGA COUNTY,Other,52157.204,52103.5,24.5
1000565,Grover,NC,28073,200 Elm Road,Cleveland,Power Plants,680754.1,680038.5,320.75
1003962,BURNS HARBOR,IN,46304,250 W US 12,PORTER COUNTY,Metals,6841482.874,6839237.9,654.25
1007177,CLEVELAND,OH,44105,3060 EGGERS AVENUE,Cuyahoga,Metals,2943276.934,2942469.1,239.25
1006951,Columbus,OH,43207,1800 Watkins Road,FRANKLIN COUNTY,Other,21677.768,21655.3,10.25
1003669,Virginia,MN,55792,5950 Old Highway 53,ST. LOUIS COUNTY,Metals,162985.852,162972.7,6
1005025,MONESSEN,PA,15062,345 DONNER AVENUE,WESTMORELAND COUNTY,Metals,110725.996,110627.1,31.25
1000214,ROCKPORT,IN,47635,6500 N US HIGHWAY 231,SPENCER COUNTY,Metals,125035.88,124907.1,58.75
1003417,COSHOCTON,OH,43812,17400 STATE ROUTE 16,COSHOCTON COUNTY,Metals,40761.896,40719.7,19.25
1006530,MANSFIELD,OH,44903,913 BOWMAN STREET,RICHLAND COUNTY,Metals,131544.596,131475,31.75
1000274,MIDDLETOWN,OH,45043,1801 CRAWFORD STREET,Butler,Metals,3228689.224,3227354,452.25
1003418,ZANESVILLE,OH,43701,1724 LINDEN AVENUE,MUSKINGUM COUNTY,Metals,18896.18,18877,8.75
1002903,BUTLER,PA,16003,1 ARMCO DR,BUTLER COUNTY,"Metals,Waste",283111.964,267716.6,15278.25
1000156,EAST CHICAGO,IN,46312,3210 WATLING ST,Lake,"Metals,Minerals",5598566.494,5597557.1,226.25
1000588,East Chicago,IN,46312,3001 Dickey Road,LAKE COUNTY,Metals,1023643.764,1023221.3,171.25
1004215,STEELTON,PA,17113,215 S FRONT ST,DAUPHIN COUNTY,Metals,114270.648,114187.9,37.75
1003581,NEW CARLISLE,IN,46552,30755 EDISON RD,ST. JOSEPH COUNTY,Metals,90274.06,90180.9,42.5
1003380,WARREN,OH,44481,2234 MAIN AVE SW,TRUMBULL COUNTY,Metals,146414.186,146257,58.25
1000260,WEIRTON,WV,26062,100 Pennsylvania Avenue,Hancock,Metals,150656.132,150500.5,71
1000832,CLIFFSIDE,NC,28024,DUKE POWER RD #1002,Cleveland,Power Plants,3071804.156,3060419.1,4338.25
1001531,MADISON,IN,47250,1335 CLIFTY HOLLOW ROAD,Jefferson,Power Plants,5939493.492,5891905.1,17407.25
1007359,CLEVELAND,VA,24225,STATE ROUTE 82,Russell,Power Plants,57830.436,57771.8,26.75
